ID,Title,Type,Book IDs,Book Titles,Date Created
C08469B2-477B-4E99-849C-7D843481ABD9,Library,Library,UTGnopblxt8C;reviEAAAQBAJ;tAl3zwEACAAJ;e5rWEAAAQBAJ;vhRCPgAACAAJ;emnVmM2q6F4C;sj9W_BAmOhgC;hPRFPrbIXuAC;lTFDDwAAQBAJ;SDlruQAACAAJ;ox7aNVgljlMC;_HVxswEACAAJ;piC_EAAAQBAJ;ScHLEAAAQBAJ;X02TzN09yHYC;koCHEAAAQBAJ;MOJZ8ihldbAC;KpXAPAAACAAJ;RDQEAQAAIAAJ;xHr-uN4XpAgC;iVKkmAEACAAJ;ujxrDwAAQBAJ;_9xbj9I3Sb8C;wjyEzwEACAAJ;u_JXEAAAQBAJ;gBfXEAAAQBAJ;jcn5zgEACAAJ;J-Y3zwEACAAJ;2mIrEAAAQBAJ;QkY_DwAAQBAJ;TyIrywEACAAJ;SRnBEAAAQBAJ;50701156;pD6-swEACAAJ;iL34DwAAQBAJ;620pAgAAQBAJ;7EI7EAAAQBAJ;hWRXYY3HRFoC;YBdiQgAACAAJ;wcd8DgAAQBAJ;53305257;M5df9T6QJjMC;slTWCwAAQBAJ;q13HAgAAQBAJ;dsN3CgAAQBAJ;naCMEAAAQBAJ;NdMnAQAAIAAJ;sB2QEAAAQBAJ;_vV6vwEACAAJ;wODaCwAAQBAJ;W9XgUStQgv4C;2bynDgAAQBAJ;48468;FAqvzgEACAAJ;u2NDDwAAQBAJ;D_u5AAAAIAAJ;7MAnMQEACAAJ;oSg8zgEACAAJ;0ob-ygEACAAJ;UOg7OgAACAAJ;tmmOvqV4MboC;28014505;xAJ4OwAACAAJ;vNjyAAAAMAAJ;34608241;377qgxL6RPoC;3QOZBAAAQBAJ;rhyQEAAAQBAJ;ot2bEAAAQBAJ;RMd3GpIFxcUC;U5VCAwAAQBAJ;HIE9PgAACAAJ;mGxsoCQjreoC;Rw0xzgEACAAJ;SaFKMcx1hGYC;TEs0AAAAMAAJ;SoQoAQAAIAAJ;4pNTPwAACAAJ;0fZZQHOfdAAC;Vl2NEAAAQBAJ;WQEoAQAACAAJ;R9txtAn3T9AC;Cz51I6-b1nYC;XGUF8rLX0sQC;SHvzzuCnuv8C;VXMszQEACAAJ;v6MwDwAAQBAJ;Aa__0_24WyoC;W2W2AAAAIAAJ;NqEhEAAAQBAJ;978500;V8SdfTzr8KcC;116609;1464270;608820;290953;201796;567710;pmVHAAAAMAAJ;22613;C4xhAAAAMAAJ;ugnjngEACAAJ;qS3pJL_BcdkC;40490;1001606;67839;JHtxQgAACAAJ;547281;639937;69099;TCRTCgAAQBAJ;1743024;20526547;13000611;RcasMAMq48IC;277494;5883777;8130077;17455887;180998;227274;1503431;12975375;5944774;18997541;13624260;BYEvLgEACAAJ;26568656;17250;608987;2151690;48582033;2619;9969571;7624;kYZHCgAAQBAJ;v6vlmAEACAAJ;189460;H6x-DwAAQBAJ;YekzpS1KkfkC;25035737;18994167;_b8EwwEACAAJ;VAsfvgAACAAJ;ICSpCwAAQBAJ;ZkR0DwAAQBAJ;43885149;BA0UAAAAQAAJ;k_LQBAAAQBAJ;TEsrDwAAQBAJ;2368;W9KF_I-DB9EC;Du5kvAEACAAJ;26156469;YdOYmYA2TJYC;20186;31625593;8558622;kotPYEqx7kMC;Ol6xDwAAQBAJ;dAhzEAAAQBAJ;ytIfuJ8zzeUC;Tb00PitOrZMC;110867024;2623;wemvDwAAQBAJ;WCI4AQAAMAAJ;5CBvDaWGdUAC;HQdPEAAAQBAJ;Jf_7HiRbQ-IC;1TosAQAAIAAJ;SiLXAAAAMAAJ;tmNNfSkfTlcC;4Wu2QgAACAAJ;5BAFAAAACAAJ;139855;ANfH1fmvBKIC;32dY-DjEzcoC;jvWswb_s1oEC;PJidOwAACAAJ;ayJpGQeyxgkC;UdnSAAAAMAAJ;90HozgEACAAJ;DjEGvymiKPoC;zIvzT2k1mvkC;19a89tylSp8C;24780;tbwsTtuHmX4C;WZ0f_yUgc0UC;UMkPPsTIoh8C;JZ5UFcsMaKAC;5907;pWyLDQAAQBAJ;u0W4zg1OzBEC;bs5vDwAAQBAJ;0Rtu8kCpvz4C;Lafvo9ghqBsC;cTqsF2XCMR8C;11138;5ZuPjdO8LLoC;32RGBAAAQBAJ;izy9Tg6rmb8C;0IqepmcENYEC;235714;XHQQAQAAIAAJ;RYfsWMRJpQkC;G9kSn8K1IywC;-eUbFMEY49QC;mgdKCyS1bToC;WXcHwzaUd4MC;V2YzmAEACAAJ;3YYNAAAACAAJ;rDWTvBVXeG8C;_92CMWUPv3UC;111275;CzMlqAAACAAJ;rlcFAAAACAAJ;SIonngEACAAJ;3116205;E6DpzgEACAAJ;4bEty3TO-R8C;a-jkDwAAQBAJ;bCeZQgAACAAJ;_g2g1iz8yIMC;SCbNEAAAQBAJ;gueZIor5UXYC;hoGkPfds4tAC;yBJShX4BLVYC;CSipEAAAQBAJ;zRUN0AEACAAJ;iITzzQEACAAJ;FLum3ZYdfuQC;BN2JDQAAQBAJ;S6BJ94y1jnwC;K4X2xwEACAAJ;pbqkDwAAQBAJ;wGkbEAAAQBAJ;1u6_DwAAQBAJ;37786022;ldMvEAAAQBAJ;KSk-DwAAQBAJ;p6_sEAAAQBAJ;evw5ywEACAAJ;29wHEQAAQBAJ;y1ebEAAAQBAJ;tPkZ3WU1BM8C;4WN5DwAAQBAJ;MfgZEAAAQBAJ;wAOzEAAAQBAJ;odZAvQEACAAJ;CFD1040E-183B-42E9-95E6-F75D2B55AE26;FD884F76-63CB-4C3F-A167-0483357C8013;TkIvEQAAQBAJ;98B6C5C8-A930-4F09-B6DA-624D358A0A08;D9043A41-727F-4274-9579-99B24DC08F5F;Cp4szQEACAAJ;mO9mEAAAQBAJ;CC20EC5D-EEA7-4C1E-A588-C8F3025843FE;7E42FCEE-613D-4CFA-9A1C-FC96D07717A6;CE5CD723-D4E5-4DF8-84A4-186201E6ABBF;ILQzAQAAMAAJ;2A075775-E631-41B3-BFFF-7E4812A4BDFA;E7ADDC34-26ED-4CE4-9DCE-4AC927A159CE;h8EHPXJI34MC;2WZ7DQAAQBAJ;56A2187D-642E-4E6E-8BB0-6A16461E5F06;0EC01C7E-D075-489F-81C8-567E266472AA;9A1C7B33-ECFA-4275-9CED-ECAE49B45A38;F6L3EAAAQBAJ;9F0ED84B-2305-4844-AAFC-D17899ACD5EB;xK85swEACAAJ;112974860;J8DpEAAAQBAJ;NX3ZCwAAQBAJ;XfFvDwAAQBAJ;eKcVd5XdZJwC;-9xxEAAAQBAJ;fg_uEAAAQBAJ;7e-2EAAAQBAJ;6rArzgEACAAJ;AmkBDAAAQBAJ;V0PREAAAQBAJ;OT-dEAAAQBAJ;DSwoDQAAQBAJ;J30JAAAACAAJ;7Q7-CDK0G24C;jciXDwAAQBAJ;jupUDwAAQBAJ;z9CaDwAAQBAJ;w-WNO_TOgOQC;Rst_EAAAQBAJ;uOMt_XCo81QC;Pp-IDwAAQBAJ;suNOrgEACAAJ;AxwZbWhvG0sC;Q8z7zgEACAAJ;TLRLoWGgWqYC;A1cFDgAAQBAJ;pOzNcdmhjIYC;6667514;18858094;53665398;9724776;61F2F94F-91B7-4F04-9509-3CB798FB5DCD;A96E47EA-B5D7-481E-871A-9277B44C641C;9535381;-BgJEAAAQBAJ;2F317E5C-E7A1-42EF-B432-8C859DEC553D;18046662;6whEDgAAQBAJ;41F2D07B-605E-481F-9136-89E87257BF5F;BFA331F8-F36B-443A-87E2-D9953B3B7AB2;58915022;501E5EA7-2D30-4829-A1AD-B31C8B7402DC;SRQHcjljUtwC;lUp1AgAAQBAJ;21463710;6429448A-3044-4896-B2C8-D8BA10F11647;213368;F60A6299-CB7A-4852-94F4-49D667AB2382;HC94wgEACAAJ;E820C3F0-A189-4327-B7B0-5667FF8C7C5B;E1921FB4-EAD1-4C01-81DE-B05F34546298;98906859-0A75-483B-919F-5915ECE23B06;9669839;Goa7swEACAAJ;837C59BD-B00D-4A04-906D-615FF1D76DC5;TmumDwAAQBAJ;75A7709A-14F9-41F2-A414-4A16E6DDC1B1;79218A72-AB80-4CE1-B787-7636CC7C98FE;6F484E3B-6B60-490A-AB6C-537BE7081D3C;ED0F8CD2-042E-40EA-85ED-7E4485877557;54C0AAB7-DFB5-4140-B57E-296EF7770F2F;8428685;8840411;cX1JwgEACAAJ;919FC5BA-7A80-436E-9395-C2871EA7992D;zMFKwgEACAAJ;F16FD3AE-ED37-4109-85C7-03AD0A0FEA5F;72EBA281-C156-4B3D-836E-4CB8F466DB34;R3A1LgEACAAJ;19098910;-nbItAEACAAJ;20563984;6A87F05F-4759-4943-A223-207BA172E17F;AE8F1852-F959-4294-B2E2-0A440E8B0DDD;IkPEp_9UyYAC;06675524-D1E2-4302-BA9E-EB1812D80931;18A0A6BF-88DB-46DC-BCE8-E840AACF4151;66A862A3-79C6-4FEE-B9C5-A93A529C2913;04532927-E43F-4C6B-A72D-92903D4F3CCA;DE5226DF-566C-4CE0-98A0-98181785C365;Cj9s1QihGPIC;g8q3BQAAQBAJ;C3250253-3241-4E74-B213-54B8CB02F60E;AB68698D-923E-4B02-9545-060380CBCDD6;upUxaNWSaRIC;oBh3R5UWHWkC;18046659;F00D2CCA-ED12-4816-8681-806D670333DD;004A2E31-69A6-49F8-96AE-B86FE8466986;236B023E-99B8-4580-869B-F918A549E06A;D6142BC9-9788-4D93-BF2D-47A45E53E0B1;38D36CD5-5DAC-4006-8D1F-F1898984BADD;395CB4AA-3FFA-4040-9C96-52B8E820F03B;4E70AEF3-C63F-484E-9B81-E8F4B475CCED;68DC7D8D-87CF-47B8-A481-727209ECA027;Q3KwZ2eEhAsC;T85MwgEACAAJ;20430329;CE43B016-3253-41C0-86E1-0562B345ADF9;18900689;A4FCB947-60DE-4A19-B639-1610AACBA307;A49EC45C-5036-4BEE-A9E8-60A0161B80A7;505543DE-AAC7-4B6A-873A-3E31C6A322DE;B7F950C6-6551-4747-B24B-EC62030DE634;F8FE544B-6A29-4AF4-982A-5C2679394BD0;9F6EAE88-6CC0-40E3-95E5-531AA2C25CDB;6AA08B7E-DC39-4939-AA54-39E5A46B52AF;lzIY2uHpgngC;7F8236C5-6EA5-4967-BA49-B33FBB175C5C;6589083;33E92E61-1929-4BA8-83AD-E781A36DD699;0E1FFCA7-FF42-4B86-849F-A4D454939B40;BC090539-CA4A-401D-8891-019BE7876880;9iv70AEACAAJ;AE5F4FD3-77A0-47A6-9932-258682876E31;U6asEAAAQBAJ;A3_MBgAAQBAJ;rB5MkLDvFKwC;jHHnv5FbzWgC;E8OEZwEACAAJ;33836066;vZ9hpRvIQRsC;EA8BD4CA-6C42-41DB-B53C-43CF1FEC600E;ez8FAQAAIAAJ;Z0dH1DLiSTEC;HqE5Yb6MKKUC;t2vfDQAAQBAJ;QpDNswEACAAJ;8Q6VzQEACAAJ;qJFQqVa_p3YC;wyZNhbGTwC4C;kwgKEQAAQBAJ;z5-x0AEACAAJ;dE9KEQAAQBAJ;Pw8H0QEACAAJ;vnFrEAAAQBAJ;QVn-CgAAQBAJ;J4qHCF5kAh4C;t7d3EAAAQBAJ;1Kn1VP4TX-gC;vwCaswEACAAJ;9nxyCgAAQBAJ;StkUAAAAYAAJ;xq7DDwAAQBAJ;UroPmQEACAAJ;HFHpCAAAQBAJ;maxt0QEACAAJ;NK2OMAEACAAJ;dw8_CgAAQBAJ;IBPcy-_epoIC;KY6YDwAAQBAJ;EVmminvaWDQC;qG1MEQAAQBAJ;ukfvzgEACAAJ;qs2gDwAAQBAJ;NGA9DwAAQBAJ;UqxWEAAAQBAJ;WiOmDwAAQBAJ;l3dtEAAAQBAJ;EhbS0AEACAAJ;xe1CMQAACAAJ;jjsFAAAACAAJ;rYAlEQAAQBAJ;XNb_0AEACAAJ;UqWzswEACAAJ;8E40B35D-0187-4870-996F-FD55813DEACB,"The Art of War;How to Memorize Scripture for Life;Personality and Worldview;Remaking the World;The Quest for Cosmic Justice;That Hideous Strength;Out of the Silent Planet;Perelandra;Why Liberalism Failed;The Death of Ivan Ilyich;Worldly Saints;Marriage, Divorce and Remarriage;How to Stay Married;Feel-Good Productivity;The Odyssey of Political Theory;Regime Change;The Year of Magical Thinking;The Score Takes Care of Itself;Marriage, a History;Religion in Human Evolution;What Did You Expect?;Sandworm;HBR's 10 Must Reads on Managing Yourself;Street Smarts;Discipline Is Destiny;Elon Musk;Biblical Critical Theory;The 2-Hour Cocktail Party: How to Build Big Relationships with Small Gatherings;The Nicomachean Ethics;INSPIRED;Software Engineering at Google;An Elegant Puzzle;The Pragmatic Programmer: Your Journey to Mastery;A Philosophy of Software Design;Structure and Interpretation of Computer Programs, second edition;The Hard Thing About Hard Things;Build;A Secular Age;The Eyes of the Heart;Unbroken (The Young Adult Adaptation);The Life and Times of Prince Albert;Surprised by Hope;The Ideal Team Player;Death by Meeting;The Five Dysfunctions of a Team;The Odyssey;The Old Man and the Boy;What Are People For?;Renovation of the Heart;Every Good Endeavor;Keeping the Sabbath Wholly;A Failure of Nerve;The Violent Bear It Away;The Air We Breathe;Measure What Matters;The Big Three in Economics;When the Word Leads Your Pastoral Search;The Real Anthony Fauci;Lead;The Rare Jewel of Christian Contentment;The 48 Laws of Power;German Men Sit Down To Pee & Other Insights Into German Culture;The Talisman;Cry, the Beloved Country;Awaiting the King: Reforming Public Theology;Preaching and Preachers;How to Read a Book;Jayber Crow;The Common Rule;Snow Crash;Software Estimation;The Everlasting Man;Pensées;The 21 Irrefutable Laws of Leadership;Art in Action;The Technological Society;Science and Creation;The Coming of the Kingdom;The Conscious Mind;The Culture of Narcissism;Faithful Feelings;Resident Aliens;Night Thoughts of a Classical Physicist;Sticky Teams;Thinking, Fast and Slow;The Rise and Triumph of the Modern Self;Alternative Modernity;The Sacred Canopy;Invitation to Sociology;The Social Construction of Reality;Modern Art & Death of a Culture;Bold Love;Drawing on the Right Side of the Brain;Philosophy of Technology: An Introduction (Paragon Issues in Philosophy);The Ecstasy of Communication;The Transparency of Evil: Essays in Extreme Phenomena;Jean Baudrillard: From Marxism to Postmodernism and Beyond (Key Contemporary Thinkers);Bobos in Paradise: The New Upper Class and How They Got There;The Second Self;Simulacra and Simulation (The Body, In Theory: Histories of Cultural Materialism);McLuhan and Baudrillard;The Electronic Word;Technology and the Character of Contemporary Life;The Valley of Vision: A Collection of Puritan Prayers and Devotions;eXtreme Programming eXplained : embrace change;Planning Extreme Programming;Extreme Programming Applied;Reforming Marriage: Gospel Living for Couples;Rediscovering the Triune God: The Trinity in Contemporary Theology;Christian Theology;The Person of Christ;Parenting Without Perfection: Being a Kingdom Influence in a Toxic World;Learning Evangelism from Jesus;The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God;The Screwtape Letters (Enhanced Special Illustrated Edition);The Doctrine of God (A Theology of Lordship);The Holy Bible: English Standard Version;The Screwtape Letters;Seven Men: And the Secret of Their Greatness;Robert's Rules in Plain English: A Readable, Authoritative, Easy-to-Use Guide to Running Meetings;The Memory of Old Jack;Man of the Family (Little Britches, #2);The Advantage: Why Organizational Health Trumps Everything Else In Business;Desiring the Kingdom: Worship, Worldview, and Cultural Formation (Cultural Liturgies);Defeating Darwinism by Opening Minds;The Dangerous Book for Boys;Imagining the Kingdom;You Are What You Love: The Spiritual Power of Habit;The Crucible: A Play in Four Acts;A Christmas Carol;Fierce Conversations: Achieving Success at Work & in Life, One Conversation at a Time;The Picture of Dorian Gray;Great Expectations;Ready Player One (Ready Player One, #1);Lord of the Flies;Fluent Python;The Universe Next Door;The Aeneid of Virgil;The Phoenix Project;Dynamics of Spiritual Life;Finding Truth: 5 Principles for Unmasking Atheism, Secularism, and Other God Substitutes;Domain-Driven Design: Tackling Complexity in the Heart of Software;Precious Remedies Against Satan's Devices;Talk Like TED;Sprint;Discrimination and Disparities;Dominion: How the Christian Revolution Remade the World;The History of the Renowned Don Quixote de la Mancha. ... by Miguel de Cervantes Saavedra. Translated by Several Hands: and Publish'd by Peter Motteux. Adorn'd with New Sculptures. ...;Les Miserables;Cheap Sex;Mornings on Horseback;The Spirit of the Disciplines - Reissue;The Divine Conspiracy;Never Split the Difference: Negotiating As If Your Life Depended On It;The Black Swan;Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed;The Benedict Option: A Strategy for Christians in a Post-Christian Nation;Farenhajt 451;1984;Apocalypse Never;War and Peace;Karl Marx: A Nineteenth-Century Life;Crime and Punishment;The Brothers Karamazov: Fyodor Dostoevsky's Last Novel (Annotated);Great Expectations;Macbeth;Othello;Gulliver's Travels;The Aeneid;The Scarlet Letter;Manhood for Amateurs;Pursuit of Truth;Design Patterns;After Virtue;The God Who Is There;Knowing God;The Cost of Discipleship;The Holiness of God;The Cross of Christ;A Praying Life;To Kill a Mockingbird 40th;The Catcher in the Rye;The Great Gatsby;The Castle of Llyr;The High King;Taran Wanderer;The Book of Three (The Chronicles of Prydain, #1);The Black Cauldron;The Return Of The King;The Two Towers;The Lord of the Rings;The Hobbit (The Lord of the Rings, #0);Slaughterhouse-Five;The Bonfire of the Vanities;How the Irish Saved Civilization;Personal Knowledge;The Structure of Scientific Revolutions;The Screwtape Letters;Mere Christianity;Extreme Programming Installed;Extreme Programming Explained;Godel, Escher, Bach;God's Big Picture;Dynamics of Spiritual Life: An Evangelical Theology of Renewal;The Way of the (modern) World, Or, Why It's Tempting to Live as If God Doesn't Exist;Outgrowing the Ingrown Church;An Old Testament Theology;The Reason for God;The Innovator's Dilemma;Getting Things Done;The Reason for Sports;Understanding Dispensationalists;The Gift of Being Yourself;Celebration of Discipline;Charles G. Finney and the Spirit of American Evangelicalism (Library of Religious Biography (LRB));Simply Christian;The Enemy Within;Redemption;The Prodigal God: Recovering the Heart of the Christian Faith;How to Inhabit Time;Getting to Yes;The Art of Leadership;The One Minute Manager;After Enlightenment;Ghosted;The Tao of Pooh;Fight Club: A Novel;Anna Karenina;Regime Change;The First Minute;Eloquence;The Columbian Orator;All the Pretty Horses;No Country for Old Men;Exactly What to Say;The Coddling of the American Mind;Being the Bad Guys;No Rules Rules;Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling;Gun Lap;The Call;Shepherds for Sale;The Science of Rapid Skill Acquisition;Main Street Millionaire;God and Money;On Writing Well, 30th Anniversary Edition;Seculosity;Recovering the Lost Art of Reading;Personality and Worldview;Christian Worldview;Christian Higher Education: An Empirical Guide;The Amazing Dr. Ransom's Bestiary of Adorable Fallacies: A Field Guide for Clear Thinkers;A Praying Life;Extreme Ownership: How U.S. Navy SEALs Lead and Win;Psalms: Real Prayers for Real Life, Study Guide with Leader's Notes (The Gospel-Centered Life in the Bible);Prosperity for All Nations;From Caligari to Hitler;Software Estimation: Demystifying the Black Art (Developer Best Practices);Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive;German Men Sit Down To Pee And Other Insights Into German Culture;The Aeneid of Virgil;Remote: Office Not Required;Dynamics of Spiritual Life: An Evangelical Theology of Renewal;Harry the Dirty Dog;The Sacred Enneagram;The Phoenix Project: A Novel about IT, DevOps, and Helping Your Business Win;Rick Is Sick;Sarah, Plain and Tall (Sarah, Plain and Tall Saga Book 1);The Art of War;Pastured Poultry Profit$;The Odyssey (AmazonClassics Edition);How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen;How to Think Like Socrates;Rules for a Knight;Atomic Habits;A Calendar of Wisdom;Of Boys and Men;Bright Shining;Same as Ever;Lead, Develop, Care;Anything You Want;Poverty for Profit;Caste;Narrative of the Life of Frederick Douglass (Second Edition);The Supper of the Lamb;The Gulag Archipelago Volume 1;How to Be a Leader;The Captain Class;Leadership in Turbulent Times;Xenophon's Cyrus the Great;The Wisdom of the Bullfrog;The Idea Factory;What You Do Is Who You Are;The Hard Thing About Hard Things;How to Read Slowly;Influence, New and Expanded;The Abolition of Man;Modern Physics and Ancient Faith;Mind and Cosmos;The Checklist Manifesto: How to Get Things Right;How Can I Develop A Christian Conscience? (Crucial Questions, #15);Prosperity for All Nations: A Call to Action;Who Is Jesus? (Crucial Questions, #1);Longing to Know;The Fellowship of the Ring: Being the First Part of The Lord of the Rings;What Does It Mean To Be Born Again? (Crucial Questions, #6);Harry and the Lady Next Door;How People Change;What Is Baptism? (Crucial Questions, #11);Dick and Jane: Fun with Dick and Jane;Coming Back Stronger: Unleashing the Hidden Power of Adversity;Remote: Office Not Required;The Gospel Shaped Leader: Leaning on Jesus to Shepherd His People;The Aeneid;What Is Node?;The Obstacle Is the Way;True Beauty;Kanban;Spiritual Disciplines for the Christian Life;Devil at My Heels: A Heroic Olympian's Astonishing Story of Survival as a Japanese POW in World War II;Does God Control Everything?;Defeating Darwinism by Opening Minds;Psalms: Real Prayers for Real Life, Study Guide with Leader's Notes (The Gospel-Centered Life in the Bible);Bitty Baby Makes a Splash;Can I Be Sure I'm Saved? (Crucial Questions, #7);7 Experiment;Grace in Practice: A Theology of Everyday Life;Accidental Saints;Teaching from Rest: A Homeschooler's Guide to Unshakable Peace;A Meal with Jesus: Discovering Grace, Community, and Mission around the Table;Software Estimation: Demystifying the Black Art (Developer Best Practices);Be Slightly Evil: A Playbook for Sociopaths (Ribbonfarm Roughs 1);The Sign of the Beaver;Does Prayer Change Things? (Crucial Questions, #3);How Should I Live In This World? (Crucial Questions, #5);What Is the Trinity?;On Guard: Defending Your Faith with Reason and Precision;Can I Trust the Bible?;Rick Is Sick;Peter Simple;Can I Have Joy in My Life?;Marriage Matters: Extraordinary Change through Ordinary Moments;The Iliad (AmazonClassics Edition);Hurt 2.0 (): Inside the World of Today's Teenagers (Youth, Family, and Culture);Big Shark, Little Shark (Step into Reading);Developer Hegemony: The Future of Labor;Everyday Prayers;Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive;Sarah, Plain and Tall (Sarah, Plain and Tall Saga Book 1);Where the Red Fern Grows;The Phantom Tollbooth;Extreme Ownership: How U.S. Navy SEALs Lead and Win;The Advantage;Finding Truth;The Moviegoer: A Novel;Pastured Poultry Profit$;The 7 Habits of Highly Effective People;Caps for Sale;What Can I Do With My Guilt? (Crucial Questions, #9);A Reformed Approach to Science and Scripture;Grimm's Fairy Tales;Dynamics of Spiritual Life: An Evangelical Theology of Renewal;The Two Towers: Being the Second Part of The Lord of the Rings;Loving to Know: Covenant Epistemology;Can I Know God's Will? (Crucial Questions Series Book 4);What Is Faith? (Crucial Questions Series Book 8);What is The Lord's Supper?: 16 (Crucial Questions Series);The Mystery of the Holy Spirit;What Is the Relationship Between Church and State?;Running Scared: Fear, Worry, and the God of Rest;The Phoenix Project: A Novel about IT, DevOps, and Helping Your Business Win;The Official Guide to the GRE Revised General Test;What's So Great About the Doctrines of Grace?;Gulliver's Travels;Redemption: Freed by Jesus from the Idols We Worship and the Wounds We Carry;The Hunger Games (Hunger Games Trilogy, Book 1);Doctrine of God, The (A Theology of Lordship);The Works of George MacDonald;The Adventures of Sherlock Holmes (Illustrated) (Top Five Classics Book 6);Fierce Women;Jesus Storybook Bible: Every Story Whispers His Name;In Christ Alone: Living the Gospel-Centered Life;Magic Tree House #45: A Crazy Day with Cobras;The Holy Bible, English Standard Version (with Cross-References): Old and New Testaments;The Screwtape Letters;The Unaccountability Machine;German Men Sit Down To Pee And Other Insights Into German Culture;How to Know a Person;Traction;Neither Poverty nor Riches;The Secular Revolution;Out of Africa;The Sacred Enneagram: Finding Your Unique Path to Spiritual Growth;The Son;Fluent Python: Clear, Concise, and Effective Programming;Augustus;The Moviegoer;Ask the Dust;It Can't Happen Here;Reformation Worship;Is It Abuse?;Playing to Win;True Spirituality;Siddhartha;One with My Lord;The Wide Wide Sea;The Puritans;Buy Back Your Time;The Way of Kings;Pilgrim at Tinker Creek;The Secret Place of Thunder;Parliament of Whores;Our Secular Age;How (Not) to Be Secular;Pastoral Theology;Mathematics for Human Flourishing;Run with the Horses;The Secret of Our Success;Union with Christ;Enoch Primordial;You Are What You Love;Radical Hermeneutics;This Is Happiness;Impro;Against the Machine;The Six Conversations;Dynamics of Spiritual Life;Nudge;Unreasonable Hospitality;Disciplines of a Godly Man (Updated Edition);The Creative Act;Believe;Awaiting the King;The Holy Spirit;What You're Made For;Powerful, Profitable Software Products;The Gospel Comes with a House Key;The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God","Feb 15, 2025"
2D3D62DB-4646-4AF2-A63B-917E7F61E6EC,Audiobook,Audiobook,SCbNEAAAQBAJ;gueZIor5UXYC;hoGkPfds4tAC;yBJShX4BLVYC;BN2JDQAAQBAJ;S6BJ94y1jnwC;pbqkDwAAQBAJ;37786022;KSk-DwAAQBAJ;112974860;7Q7-CDK0G24C;kwgKEQAAQBAJ;NK2OMAEACAAJ,"Ghosted;The Tao of Pooh;Fight Club: A Novel;Anna Karenina;All the Pretty Horses;No Country for Old Men;The Coddling of the American Mind;Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling;The Call;How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen;The Gulag Archipelago Volume 1;Siddhartha;Enoch Primordial","Feb 15, 2025"
7E4FE5F9-6850-4F60-A3F3-CE89B291D922,Sports & Recreation,Categories,jupUDwAAQBAJ;rYAlEQAAQBAJ,The Captain Class;What You're Made For,"Mar 9, 2025"
607D0B60-1E11-4F1C-8F4E-9C68ADE08249,African American & Black,Categories,ayJpGQeyxgkC,To Kill a Mockingbird 40th,"Apr 25, 2025"
3323151F-1002-42C4-940F-3101FE4B3E34,Coming Of Age,Categories,ayJpGQeyxgkC;Z0dH1DLiSTEC,To Kill a Mockingbird 40th;The Moviegoer,"Apr 25, 2025"
C74B4660-50E3-424C-8E91-C2B6AF06E2AD,English,Categories,JZ5UFcsMaKAC,The Lord of the Rings,"Apr 25, 2025"
12963149-85DD-4091-B04C-A4543ADC4DCE,Exodus,Categories,SIonngEACAAJ,Redemption,"Apr 25, 2025"
D87D6274-B450-4CC8-A25A-8F804888B73D,Family Life,Categories,ayJpGQeyxgkC;Z0dH1DLiSTEC,To Kill a Mockingbird 40th;The Moviegoer,"Apr 25, 2025"
E2FB8073-B9BF-4549-8130-CA145DF57DED,Industrial Management,Categories,Rw0xzgEACAAJ,The 21 Irrefutable Laws of Leadership,"Apr 25, 2025"
FD444A3D-EEE1-433E-8D96-8B081C33C262,Media Tie-In,Categories,WZ0f_yUgc0UC,The Return Of The King,"Apr 25, 2025"
1580CC64-DE68-4396-A879-AD5024EF5013,Science Fiction,Categories,RMd3GpIFxcUC,Snow Crash,"Apr 25, 2025"
29ECA465-0BD2-4D53-92A6-E66617B2554D,Sports,Categories,V2YzmAEACAAJ;jupUDwAAQBAJ,The Reason for Sports;The Captain Class,"Apr 25, 2025"
45AAFF04-541A-49C9-B78B-96CED4149C03,The,Categories,0Rtu8kCpvz4C;SIonngEACAAJ;xq7DDwAAQBAJ,Personal Knowledge;Redemption;Mathematics for Human Flourishing,"Apr 25, 2025"
3D1F25DB-7221-4B98-B9BE-C168B8886F79,Theory Of,Categories,0Rtu8kCpvz4C,Personal Knowledge,"Apr 25, 2025"
E8CD7537-B757-4F77-BD97-98F15C28A7DC,Thrillers,Categories,t2vfDQAAQBAJ;kwgKEQAAQBAJ,It Can't Happen Here;Siddhartha,"Jun 15, 2025"
CE62B3E9-A7A5-440C-BDF5-2613DDCF9D6D,Literary Collections,Categories,J4qHCF5kAh4C,Pilgrim at Tinker Creek,"Jul 6, 2025"
52843742-B2EE-40FD-A620-7A736C06BEED,Mathematics,Categories,xq7DDwAAQBAJ,Mathematics for Human Flourishing,"Aug 11, 2025"
7B44E931-F46D-4CEC-8FA5-C3FA75748BD7,Historical,Categories,NK2OMAEACAAJ;KY6YDwAAQBAJ,Enoch Primordial;This Is Happiness,"Sep 22, 2025"
